"sales__|","sales__|__datetime","sales__|__burger","sales__|__species","burger_sales__Krusty Combo","burger_sales__Krusty Deluxe","burger_sales__Krabby Pattie","species_sales__leatherback turtle","species_sales__salmon","species_sales__seahorse","species_sales__coral","species_sales__giant clam","species_sales__gray whale","species_sales__sea lion","burger_by_species__|","burger_by_species__|__leatherback turtle","burger_by_species__|__salmon","burger_by_species__|__seahorse","burger_by_species__|__coral","burger_by_species__|__giant clam","burger_by_species__|__gray whale","burger_by_species__|__sea lion"
"45csG83WhZ","2019-04-09 15:24:48","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"yhuv2RBDJj","2019-04-09 15:26:50","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"3OZjve7RrY","2019-04-09 15:28:03","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"QjLroLfCBr","2019-04-09 15:29:17","Krusty Combo","gray whale","","","","","","","","","","","","","","","","","",""
"bn4s3qgOfc","2019-04-09 15:30:18","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"ufebclpuJ5","2019-04-09 15:31:29","Krusty Deluxe","coral","","","","","","","","","","","","","","","","","",""
"agCzeoTyMl","2019-04-09 15:33:42","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"ffNkczAHwe","2019-04-09 15:35:18","Krusty Deluxe","giant clam","","","","","","","","","","","","","","","","","",""
"2hT1AK1fW8","2019-04-09 15:36:40","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"aYCHd4fUM3","2019-04-09 15:39:53","Krusty Combo","sea lion","","","","","","","","","","","","","","","","","",""
"fPDUI6OTXM","2019-04-09 15:41:05","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"HfrUd0jd9u","2019-04-09 15:43:42","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"5zBwt0Plmm","2019-04-09 15:45:11","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"Mqpdmkj0DJ","2019-04-09 15:46:45","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"gf7rAKdCWt","2019-04-09 15:47:50","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"9PPgTAqRmq","2019-04-09 15:50:47","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"8oJosinE0Z","2019-04-09 15:51:58","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"KHhJe8FqJD","2019-04-09 15:54:38","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"TTMPhF3arD","2019-04-09 15:56:59","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"W2fvsGiPzR","2019-04-09 15:59:16","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"qs8xZKGxgC","2019-04-09 16:00:44","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"Q3TMEWGHZA","2019-04-09 16:02:08","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"VufwVaTf7Y","2019-04-09 16:03:14","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"SIX5B4V6KM","2019-04-09 16:04:20","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"JEav8RSeRB","2019-04-09 16:05:24","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"fhSdjyJ4oI","2019-04-09 16:07:03","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"p0mx290KfW","2019-04-09 16:08:15","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"jsUuVhtInZ","2019-04-09 16:10:22","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"HmELHY2gpt","2019-04-09 16:11:54","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"Z1qFyPZaLn","2019-04-09 16:13:21","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"XHrEBvhsoY","2019-04-09 16:16:10","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"7Wul4fKiA4","2019-04-09 16:17:13","Krusty Combo","giant clam","","","","","","","","","","","","","","","","","",""
"AeBfO8wZTP","2019-04-09 16:18:38","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"YciCkGHNoH","2019-04-09 16:20:02","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"TnhHGFemiM","2019-04-09 16:21:12","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"x8ooxVFbjS","2019-04-09 16:23:42","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"tyRE0RQVUd","2019-04-09 16:26:20","Krusty Deluxe","salmon","","","","","","","","","","","","","","","","","",""
"oxB65RHB9l","2019-04-09 16:28:49","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"NXqG3vtWSs","2019-04-09 16:30:50","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"CowOWigIxe","2019-04-09 16:32:31","Krusty Combo","coral","","","","","","","","","","","","","","","","","",""
"OmXrLNsfYr","2019-04-09 16:34:04","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"KFvforeJhi","2019-04-09 16:36:36","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"G2StRVgG3d","2019-04-09 16:37:41","Krusty Combo","seahorse","","","","","","","","","","","","","","","","","",""
"Gsu5cYW6YH","2019-04-09 16:39:11","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"5yZG3fu6F7","2019-04-09 16:42:15","Krusty Deluxe","sea lion","","","","","","","","","","","","","","","","","",""
"j1S6LIXrH6","2019-04-09 16:43:52","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"q6U5kuCmIm","2019-04-09 16:45:41","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"AqwzgURiis","2019-04-09 16:47:05","Krabby Pattie","coral","","","","","","","","","","","","","","","","","",""
"Ywtmx1bFYt","2019-04-09 16:49:46","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"oBgRcRMgZt","2019-04-09 16:51:48","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"Q9XhxWLhdk","2019-04-09 16:53:14","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"7kuLAjEQku","2019-04-09 16:55:22","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"uOoLFg9ntx","2019-04-09 16:56:27","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"3QgMrwWKrO","2019-04-09 16:59:25","Krusty Combo","leatherback turtle","","","","","","","","","","","","","","","","","",""
"fM0e4RVLoH","2019-04-09 17:02:10","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
"bnCDocvqy9","2019-04-09 17:04:42","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"enzPEHtBwq","2019-04-09 17:06:02","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"zj0aZsOfOF","2019-04-09 17:08:50","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"c1Q1qkjjnT","2019-04-09 17:10:36","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"akInYHrJ7n","2019-04-09 17:12:19","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"SZNk2NvARC","2019-04-09 17:13:27","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"Hjs3dqZV6M","2019-04-09 17:15:01","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"shgF44ZwF1","2019-04-09 17:16:32","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"QxgNR51CBf","2019-04-09 17:17:57","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"Bn7cHwiJgP","2019-04-09 17:19:54","Krusty Deluxe","seahorse","","","","","","","","","","","","","","","","","",""
"2yV3lG5ZyV","2019-04-09 17:22:54","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"Jf5VRUgJqn","2019-04-09 17:25:53","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"4Oysf62hHb","2019-04-09 17:26:58","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"pdgRpwc1Mg","2019-04-09 17:29:32","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"YzAVgSdX7i","2019-04-09 17:31:11","Krusty Combo","salmon","","","","","","","","","","","","","","","","","",""
"cKcFKOsYgz","2019-04-09 17:32:46","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"KICOY8Vv9a","2019-04-09 17:33:48","Krusty Deluxe","leatherback turtle","","","","","","","","","","","","","","","","","",""
"YBEPgwCExg","2019-04-09 17:34:56","Krabby Pattie","sea lion","","","","","","","","","","","","","","","","","",""
"UsBdyOsM2P","2019-04-09 17:36:24","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"SUU1o6IMYu","2019-04-09 17:39:26","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"xyyVXNT0xU","2019-04-09 17:40:59","Krusty Deluxe","gray whale","","","","","","","","","","","","","","","","","",""
"2Mp02v5YdA","2019-04-09 17:42:40","Krabby Pattie","leatherback turtle","","","","","","","","","","","","","","","","","",""
"5o2Ewp18Pf","2019-04-09 17:44:20","Krabby Pattie","salmon","","","","","","","","","","","","","","","","","",""
"TgR54YzldQ","2019-04-09 17:46:36","Krabby Pattie","gray whale","","","","","","","","","","","","","","","","","",""
"QDDyz3dYYp","2019-04-09 17:47:39","Krabby Pattie","seahorse","","","","","","","","","","","","","","","","","",""
"FJjwXF6e1A","2019-04-09 17:49:00","Krabby Pattie","giant clam","","","","","","","","","","","","","","","","","",""
